checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_task_grain,join_threads,join_throughput,join_time,max_key,nr,ns,offset_task_grain,partition_block_size,partition_chunk,partition_schedule,partition_task_grain,partition_threads,partition_throughput,partition_time,time_sec,total_throughput
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,596377732.641629,0.167679,1000000,50000000,50000000,2,32768,0,auto,4,64,284206492.026070,0.351857,0.522576,191359822.322919
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,618807368.994644,0.161601,1000000,50000000,50000000,4,32768,0,auto,4,64,289607595.779322,0.345295,0.510389,195928844.422711
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,629990175.657443,0.158733,1000000,50000000,50000000,2,32768,0,auto,4,64,288789713.076904,0.346273,0.508361,196710511.341523
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,597726418.988552,0.167301,1000000,50000000,50000000,4,32768,0,auto,4,64,298085581.681485,0.335474,0.505904,197665960.241651
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,479399074.410518,0.208594,1000000,50000000,50000000,2,32768,0,auto,2,64,283458094.387230,0.352786,0.564773,177062160.028170
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,507979391.099072,0.196858,1000000,50000000,50000000,4,32768,0,auto,2,64,290308302.491880,0.344461,0.544561,183634320.442662
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,507909073.200673,0.196886,1000000,50000000,50000000,2,32768,0,auto,2,64,289106252.374257,0.345894,0.545936,183171771.444788
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,511771117.989071,0.195400,1000000,50000000,50000000,4,32768,0,auto,2,64,276445659.738426,0.361735,0.560310,178472522.472035
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,500362838.166304,0.199855,1000000,50000000,50000000,2,32768,0,auto,4,64,277474639.102947,0.360393,0.563470,177471626.620245
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,525648690.916001,0.190241,1000000,50000000,50000000,4,32768,0,auto,4,64,277470827.341382,0.360398,0.553825,180562368.743401
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,506728759.797932,0.197344,1000000,50000000,50000000,2,32768,0,auto,4,64,289898500.220727,0.344948,0.545461,183331236.867408
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,511439939.475153,0.195526,1000000,50000000,50000000,4,32768,0,auto,4,64,276957759.213260,0.361066,0.559758,178648679.023259
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,570623121.260550,0.175247,1000000,50000000,50000000,2,32768,0,auto,2,64,288452269.523471,0.346678,0.525386,190336241.923699
